Theta;T;Energy
-12.89;10.00;2711.830994
-12.79;10.00;2662.575723
-12.69;10.00;2613.929750
-12.59;10.00;2565.887794
-12.49;10.00;2518.444613
-12.39;10.00;2471.595009
-12.29;10.00;2425.333825
-12.19;10.00;2379.655944
-12.09;10.00;2334.556292
-11.99;10.00;2290.029838
-11.89;10.00;2246.071589
-11.79;10.00;2202.676597
-11.69;10.00;2159.839953
-11.59;10.00;2117.556791
-11.49;10.00;2075.822287
-11.39;10.00;2034.631658
-11.29;10.00;1993.980162
-11.19;10.00;1953.863099
-11.09;10.00;1914.275811
-10.99;10.00;1875.213682
-10.89;10.00;1836.672135
-10.79;10.00;1798.646639
-10.69;10.00;1761.132700
-10.59;10.00;1724.125868
-10.48;10.00;1687.621736
-10.38;10.00;1651.615935
-10.28;10.00;1616.104140
-10.18;10.00;1581.082067
-10.08;10.00;1546.545474
-9.98;10.00;1512.490159
-9.88;10.00;1478.911965
-9.78;10.00;1445.806773
-9.68;10.00;1413.170507
-9.58;10.00;1380.999133
-9.48;10.00;1349.288657
-9.38;10.00;1318.035130
-9.28;10.00;1287.234641
-9.18;10.00;1256.883321
-9.08;10.00;1226.977346
-8.98;10.00;1197.512929
-8.88;10.00;1168.486328
-8.78;10.00;1139.893841
-8.68;10.00;1111.731807
-8.58;10.00;1083.996609
-8.48;10.00;1056.684669
-8.38;10.00;1029.792452
-8.28;10.00;1003.316465
-8.18;10.00;977.253255
-8.08;10.00;951.599412
-7.98;10.00;926.351566
-7.88;10.00;901.506391
-7.78;10.00;877.060601
-7.68;10.00;853.010952
-7.58;10.00;829.354240
-7.47;10.00;806.087305
-7.37;10.00;783.207028
-7.27;10.00;760.710331
-7.17;10.00;738.594178
-7.07;10.00;716.855573
-6.97;10.00;695.491565
-6.87;10.00;674.499241
-6.77;10.00;653.875732
-6.67;10.00;633.618210
-6.57;10.00;613.723887
-6.47;10.00;594.190019
-6.37;10.00;575.013903
-6.27;10.00;556.192876
-6.17;10.00;537.724318
-6.07;10.00;519.605651
-5.97;10.00;501.834337
-5.87;10.00;484.407881
-5.77;10.00;467.323829
-5.67;10.00;450.579768
-5.57;10.00;434.173329
-5.47;10.00;418.102181
-5.37;10.00;402.364038
-5.27;10.00;386.956652
-5.17;10.00;371.877821
-5.07;10.00;357.125381
-4.97;10.00;342.697211
-4.87;10.00;328.591231
-4.77;10.00;314.805403
-4.67;10.00;301.337732
-4.57;10.00;288.186262
-4.46;10.00;275.349079
-4.36;10.00;262.824313
-4.26;10.00;250.610133
-4.16;10.00;238.704751
-4.06;10.00;227.106420
-3.96;10.00;215.813435
-3.86;10.00;204.824131
-3.76;10.00;194.136888
-3.66;10.00;183.750124
-3.56;10.00;173.662300
-3.46;10.00;163.871920
-3.36;10.00;154.377528
-3.26;10.00;145.177708
-3.16;10.00;136.271090
-3.06;10.00;127.656342
-2.96;10.00;119.332174
-2.86;10.00;111.297339
-2.76;10.00;103.550631
-2.66;10.00;96.090884
-2.56;10.00;88.916977
-2.46;10.00;82.027828
-2.36;10.00;75.422397
-2.26;10.00;69.099685
-2.16;10.00;63.058737
-2.06;10.00;57.298637
-1.96;10.00;51.818511
-1.86;10.00;46.617529
-1.76;10.00;41.694899
-1.66;10.00;37.049872
-1.56;10.00;32.681743
-1.45;10.00;28.589846
-1.35;10.00;24.773555
-1.25;10.00;21.232290
-1.15;10.00;17.965510
-1.05;10.00;14.972715
-0.95;10.00;12.253448
-0.85;10.00;9.807294
-0.75;10.00;7.633876
-0.65;10.00;5.732864
-0.55;10.00;4.103966
-0.45;10.00;2.746932
-0.35;10.00;1.661555
-0.25;10.00;0.847667
-0.15;10.00;0.305145
-0.05;10.00;0.033904
0.05;10.00;0.033904
0.15;10.00;0.305145
0.25;10.00;0.847667
0.35;10.00;1.661555
0.45;10.00;2.746932
0.55;10.00;4.103966
0.65;10.00;5.732864
0.75;10.00;7.633876
0.85;10.00;9.807294
0.95;10.00;12.253448
1.05;10.00;14.972715
1.15;10.00;17.965510
1.25;10.00;21.232290
1.35;10.00;24.773555
1.45;10.00;28.589846
1.56;10.00;32.681743
1.66;10.00;37.049872
1.76;10.00;41.694899
1.86;10.00;46.617529
1.96;10.00;51.818511
2.06;10.00;57.298637
2.16;10.00;63.058737
2.26;10.00;69.099685
2.36;10.00;75.422397
2.46;10.00;82.027828
2.56;10.00;88.916977
2.66;10.00;96.090884
2.76;10.00;103.550631
2.86;10.00;111.297339
2.96;10.00;119.332174
3.06;10.00;127.656342
3.16;10.00;136.271090
3.26;10.00;145.177708
3.36;10.00;154.377528
3.46;10.00;163.871920
3.56;10.00;173.662300
3.66;10.00;183.750124
3.76;10.00;194.136888
3.86;10.00;204.824131
3.96;10.00;215.813435
4.06;10.00;227.106420
4.16;10.00;238.704751
4.26;10.00;250.610133
4.36;10.00;262.824313
4.46;10.00;275.349079
4.57;10.00;288.186262
4.67;10.00;301.337732
4.77;10.00;314.805403
4.87;10.00;328.591231
4.97;10.00;342.697211
5.07;10.00;357.125381
5.17;10.00;371.877821
5.27;10.00;386.956652
5.37;10.00;402.364038
5.47;10.00;418.102181
5.57;10.00;434.173329
5.67;10.00;450.579768
5.77;10.00;467.323829
5.87;10.00;484.407881
5.97;10.00;501.834337
6.07;10.00;519.605651
6.17;10.00;537.724318
6.27;10.00;556.192876
6.37;10.00;575.013903
6.47;10.00;594.190019
6.57;10.00;613.723887
6.67;10.00;633.618210
6.77;10.00;653.875732
6.87;10.00;674.499241
6.97;10.00;695.491565
7.07;10.00;716.855573
7.17;10.00;738.594178
7.27;10.00;760.710331
7.37;10.00;783.207028
7.47;10.00;806.087305
7.58;10.00;829.354240
7.68;10.00;853.010952
7.78;10.00;877.060601
7.88;10.00;901.506391
7.98;10.00;926.351566
8.08;10.00;951.599412
8.18;10.00;977.253255
8.28;10.00;1003.316465
8.38;10.00;1029.792452
8.48;10.00;1056.684669
8.58;10.00;1083.996609
8.68;10.00;1111.731807
8.78;10.00;1139.893841
8.88;10.00;1168.486328
8.98;10.00;1197.512929
9.08;10.00;1226.977346
9.18;10.00;1256.883321
9.28;10.00;1287.234641
9.38;10.00;1318.035130
9.48;10.00;1349.288657
9.58;10.00;1380.999133
9.68;10.00;1413.170507
9.78;10.00;1445.806773
9.88;10.00;1478.911965
9.98;10.00;1512.490159
10.08;10.00;1546.545474
10.18;10.00;1581.082067
10.28;10.00;1616.104140
10.38;10.00;1651.615935
10.48;10.00;1687.621736
10.59;10.00;1724.125868
10.69;10.00;1761.132700
10.79;10.00;1798.646639
10.89;10.00;1836.672135
10.99;10.00;1875.213682
11.09;10.00;1914.275811
11.19;10.00;1953.863099
11.29;10.00;1993.980162
11.39;10.00;2034.631658
11.49;10.00;2075.822287
11.59;10.00;2117.556791
11.69;10.00;2159.839953
11.79;10.00;2202.676597
11.89;10.00;2246.071589
11.99;10.00;2290.029838
12.09;10.00;2334.556292
12.19;10.00;2379.655944
12.29;10.00;2425.333825
12.39;10.00;2471.595009
12.49;10.00;2518.444613
12.59;10.00;2565.887794
12.69;10.00;2613.929750
12.79;10.00;2662.575723
12.89;10.00;2711.830994
12.99;10.00;2761.700888
13.09;10.00;2812.190769
13.19;10.00;2863.306045
13.29;10.00;2915.052164
13.39;10.00;2967.434615
13.49;10.00;3020.458932
13.60;10.00;3074.130687
13.70;10.00;3128.455495
13.80;10.00;3183.439013
13.90;10.00;3239.086938
14.00;10.00;3295.405010
14.10;10.00;3352.399011
14.20;10.00;3410.074763
14.30;10.00;3468.438132
14.40;10.00;3527.495022
14.50;10.00;3587.251381
14.60;10.00;3647.713200
14.70;10.00;3708.886507
14.80;10.00;3770.777377
14.90;10.00;3833.391923
15.00;10.00;3896.736300
